Domain_Presence,sp_id,NEON_Species,Source_Species,Range_Source,Very_Limited_Range
D7,psenel,Pseudanophthalmus nelsoni,,Bousquet 2012,TRUE
D7,psenic,Pseudanophthalmus nickajackensis,,Bousquet 2012,TRUE
D7,psenor,Pseudanophthalmus nortoni,,Bousquet 2012,TRUE
D7,pseohi,Pseudanophthalmus ohioensis,,Bousquet 2012,TRUE
D7,pseori,Pseudanophthalmus orientalis,,Bousquet 2012,TRUE
D7,pseort,Pseudanophthalmus orthosulcatus,,Bousquet 2012,TRUE
D7,psepac,Pseudanophthalmus packardi,,Bousquet 2012,TRUE
D7,psepal,Pseudanophthalmus pallidus,,Bousquet 2012,TRUE
D7,psepar1,Pseudanophthalmus paradoxus,,Bousquet 2012,TRUE
D7,psepar3,Pseudanophthalmus parvus,,Bousquet 2012,TRUE
D7,psepau,Pseudanophthalmus paulus,,Bousquet 2012,TRUE
D7,psepay,Pseudanophthalmus paynei,,Bousquet 2012,TRUE
D7,psepho,Pseudanophthalmus pholeter,,Bousquet 2012,TRUE
D7,psepil,Pseudanophthalmus pilosus,,Bousquet 2012,TRUE
D7,psepot,Pseudanophthalmus potomaca,,Bousquet 2012,TRUE
D7,psepra,Pseudanophthalmus praetermissus,,Bousquet 2012,TRUE
D7,psepri,Pseudanophthalmus princeps,,Bousquet 2012,TRUE
D7,psepro2,Pseudanophthalmus productus,,Bousquet 2012,TRUE
D7,psepub1,Pseudanophthalmus pubescens intrepidus,,Bousquet 2012,TRUE
D7,psepub2,Pseudanophthalmus pubescens pubescens,,Bousquet 2012,TRUE
D7,psepun,Pseudanophthalmus punctatus,,Bousquet 2012,TRUE
D7,psepus1,Pseudanophthalmus pusillus,,Bousquet 2012,TRUE
D7,psepus2,Pseudanophthalmus pusio,,Bousquet 2012,TRUE
D7,pseput,Pseudanophthalmus puteanus,,Bousquet 2012,TRUE
D7,psepyg,Pseudaptinus pygmaeus,,Bousquet 2012,
D7,psequa,Pseudanophthalmus quadratus,,Bousquet 2012,TRUE
D7,pserit,Pseudanophthalmus rittmani,,Bousquet 2012,TRUE
D7,pserob,Pseudanophthalmus robustus,,Bousquet 2012,TRUE
D7,pserog,Pseudanophthalmus rogersae,,Bousquet 2012,TRUE
D7,pserot,Pseudanophthalmus rotundatus,,Bousquet 2012,TRUE
D7,psesan,Pseudanophthalmus sanctipauli,,Bousquet 2012,TRUE
D7,psesch1,Pseudanophthalmus scholasticus,,Bousquet 2012,TRUE
D7,psescu,Pseudanophthalmus scutilus,,Bousquet 2012,TRUE
D7,psesec,Pseudanophthalmus seclusus,,Bousquet 2012,TRUE
D7,pseser,Pseudanophthalmus sericus,,Bousquet 2012,TRUE
D7,pseshi1,Pseudanophthalmus shilohensis mayfieldensis,,Bousquet 2012,TRUE
D7,pseshi2,Pseudanophthalmus shilohensis shilohensis,,Bousquet 2012,TRUE
D7,psesid,Pseudanophthalmus sidus,,Bousquet 2012,TRUE
D7,psesim1,Pseudanophthalmus simplex,,Bousquet 2012,TRUE
D7,psesim2,Pseudanophthalmus simulans,,Bousquet 2012,TRUE
D7,psesol,Pseudanophthalmus solivagus,,Bousquet 2012,TRUE
D7,psestr1,Pseudanophthalmus stricticollis,,Bousquet 2012,TRUE
D7,psestr2,Pseudanophthalmus striatus,,Bousquet 2012,TRUE
D7,psetem,Pseudanophthalmus templetoni,,Bousquet 2012,TRUE
D7,pseten1,Pseudanophthalmus tenebrosus,,Bousquet 2012,TRUE
D7,pseten2,Pseudanophthalmus tennesseensis,,Bousquet 2012,TRUE
D7,pseten3,Pseudanophthalmus tenuis,,Bousquet 2012,TRUE
D7,psetho,Pseudanophthalmus thomasi,,Bousquet 2012,TRUE
D7,psetir,Pseudanophthalmus tiresias,,Bousquet 2012,TRUE
D7,psetra,Pseudanophthalmus transfluvialis,,Bousquet 2012,TRUE
D7,psetro,Pseudanophthalmus troglodytes,,Bousquet 2012,TRUE
D7,pseumb,Pseudanophthalmus umbratilis,,Bousquet 2012,TRUE
D7,pseuni,Pseudanophthalmus unionis,,Bousquet 2012,TRUE
D7,pseval,Pseudanophthalmus valentinei,,Bousquet 2012,TRUE
D7,psevan1,Pseudanophthalmus vanburenensis,,Bousquet 2012,TRUE
D7,psevan3,Pseudanophthalmus ventus,,Bousquet 2012,TRUE
D7,psevic1,Pseudanophthalmus vicarius,,Bousquet 2012,TRUE
D7,psevir,Pseudanophthalmus virginicus,,Bousquet 2012,TRUE
D7,psewal,Pseudanophthalmus wallacei,,Bousquet 2012,TRUE
D7,pseyou,Pseudanophthalmus youngi,,Bousquet 2012,TRUE
D7,pte[nn,Pterostichus [NN1],Pterostichus ingens,Bousquet 2012,
D7,pteacu1,Pterostichus acutipes acutipes,,Bousquet 2012,
D7,pteacu2,Pterostichus acutipes kentuckensis,,Bousquet 2012,
D7,pteado,Pterostichus adoxus,,Bousquet 2012,
D7,pteads,Pterostichus adstrictus,,Bousquet 2012,
D7,pteatr,Pterostichus atratus,,Bousquet 2012,
D7,ptebar,Pterostichus barri,,Bousquet 2012,
D7,ptecar1,Pterostichus caribou,,Bousquet 2012,
D7,ptecar2,Pterostichus carolinus carolinus,,Bousquet 2012,
D7,ptecar3,Pterostichus carolinus fumorum,,Bousquet 2012,
D7,ptecau,Pterostichus caudicalis,,Bousquet 2012,
D7,ptecom,Pterostichus commutabilis,,Bousquet 2012,
D7,ptecor1,Pterostichus coracinus,,Bousquet 2012,
D7,ptecor3,Pterostichus corvinus,,Bousquet 2012,
D7,ptedil,Pterostichus diligendus,,Bousquet 2012,
D7,pteebe,Pterostichus ebeninus,,Bousquet 2012,
D7,ptefal1,Pterostichus fallax,,Bousquet 2012,
D7,ptefem,Pterostichus femoralis,,Bousquet 2012,
D7,pteham,Pterostichus hamiltoni,,Bousquet 2012,
D7,ptehyp,Pterostichus hypogeus,,Bousquet 2012,
D7,ptelac2,Pterostichus lachrymosus,,Bousquet 2012,
D7,ptelub,Pterostichus lubricus,,Bousquet 2012,
D7,pteluc,Pterostichus luctuosus,,Bousquet 2012,
D7,pteman1,Pterostichus mancus,,Bousquet 2012,
D7,ptemel,Pterostichus melanarius melanarius,,Bousquet 2012,
D7,ptemoe,Pterostichus moestus,,Bousquet 2012,
D7,ptemut1,Pterostichus mutoides,,Bousquet 2012,TRUE
D7,ptemut2,Pterostichus mutus,,Bousquet 2012,
D7,ptenov,Pterostichus novus,,Bousquet 2012,
D7,ptepal,Pterostichus palmi,,Bousquet 2012,
D7,ptepat,Pterostichus patruelis,,Bousquet 2012,
D7,ptepen,Pterostichus pensylvanicus,,Bousquet 2012,
D7,pteper2,Pterostichus permundus,,Bousquet 2012,
D7,ptepra,Pterostichus praetermissus,,Bousquet 2012,
D7,ptepri,Pterostichus primus,,Bousquet 2012,
D7,ptepun2,Pterostichus punctiventris,,Bousquet 2012,
D7,pterel,Pterostichus relictus,,Bousquet 2012,
D7,pteros,Pterostichus rostratus,,Bousquet 2012,
D7,ptesay,Pterostichus sayanus,,Bousquet 2012,
D7,ptescu1,Pterostichus sculptus,,Bousquet 2012,
D7,ptesty,Pterostichus stygicus,,Bousquet 2012,
D7,ptesup,Pterostichus superciliosus,,Bousquet 2012,
D7,pteten,Pterostichus tenuis,,Bousquet 2012,
D7,ptetri1,Pterostichus trinarius,,Bousquet 2012,
D7,ptetri3,Pterostichus tristis,,Bousquet 2012,
D7,pteven1,Pterostichus ventralis,,Bousquet 2012,
D7,rhacau,Rhadine caudata,,Bousquet 2012,
D7,rhalar,Rhadine larvalis,,Bousquet 2012,
D7,scaaen,Scaphinotus aeneicollis,,Bousquet 2012,
D7,scaand1,Scaphinotus andrewsii amplicollis,,Bousquet 2012,
D7,scaand2,Scaphinotus andrewsii waldensius,,Bousquet 2012,
D7,scaand4,Scaphinotus andrewsii darlingtoni,,Bousquet 2012,
D7,scaand5,Scaphinotus andrewsii germari,,Bousquet 2012,
D7,scaand6,Scaphinotus andrewsii mutabilis,,Bousquet 2012,
D7,scaand7,Scaphinotus andrewsii parvitarsalis,,Bousquet 2012,
D7,scabil,Scaphinotus bilobus,,Bousquet 2012,
D7,scadeb1,Scaphinotus debilis alpinus,,Bousquet 2012,TRUE
D7,scadeb2,Scaphinotus debilis debilis,,Bousquet 2012,
D7,scaele3,Scaphinotus elevatus flammeus,,Bousquet 2012,
D7,scaguy,Scaphinotus guyotii,,Bousquet 2012,
D7,scahof,Scaphinotus hoffmani,,Bousquet 2012,
D7,scahub,Scaphinotus hubbardi,,,
D7,scaimp,Scaphinotus imperfectus,,Bousquet 2012,
D7,scainc,Scaphinotus incompletus,,Bousquet 2012,
D7,scairr,Scaphinotus irregularis,,Bousquet 2012,
D7,scarei,Scaphinotus reichlei,,Bousquet 2012,
D7,scasch,Scaphinotus schwarzi,,Bousquet 2012,
D7,scasub2,Scarites subterraneus,,Bousquet 2012,
D7,scaten,Scaphinotus tenuis,,Bousquet 2012,TRUE
D7,scatri,Scaphinotus tricarinatus,,Bousquet 2012,
D7,scauni1,Scaphinotus unicolor,,Bousquet 2012,
D7,scavic,Scarites vicinus,,Bousquet 2012,
D7,scavid,Scaphinotus viduus,,Bousquet 2012,
D7,scavio,Scaphinotus violaceus,,Bousquet 2012,
D7,scaweb,Scaphinotus webbi,,Bousquet 2012,
D7,schamp,Schizogenius amphibius,,Bousquet 2012,
D7,schfal,Schizogenius falli,,Bousquet 2012,
D7,schfer,Schizogenius ferrugineus,,Bousquet 2012,
D7,schlin2,Schizogenius lineolatus,,Bousquet 2012,
D7,schpla1,Schizogenius planulatus,,Bousquet 2012,
D7,schsul,Schizogenius sulcifrons,,Bousquet 2012,
D7,selell,Selenophorus ellipticus,,Bousquet 2012,
D7,selfat,Selenophorus fatuus,,Bousquet 2012,
D7,selgag,Selenophorus gagatinus,,Bousquet 2012,
D7,selgra,Selenophorus granarius,,Bousquet 2012,
D7,selhyl,Selenophorus hylacis,,Bousquet 2012,
D7,selopa,Selenophorus opalinus,,Bousquet 2012,
D7,selpal,Selenophorus palliatus,,Bousquet 2012,
D7,selped,Selenophorus pedicularius,,Bousquet 2012,
D7,selpla,Selenophorus planipennis,,Bousquet 2012,
D7,sempun,Semiardistomis puncticollis,,Bousquet 2012,
D7,semvir,Semiardistomis viridis,,Bousquet 2012,
D7,serdun,Serranillus dunavani,,Bousquet 2012,TRUE
D7,serjea,Serranillus jeanneli,,Bousquet 2012,TRUE
D7,serobs,Sericoda obsoleta,,Bousquet 2012,
D7,serqua,Sericoda quadripunctata,,Bousquet 2012,
D7,sersep,Serranillus septentrionis,,Bousquet 2012,
D7,somuni,Somotrichus unifasciatus,,Bousquet 2012,
D7,sphbic,Sphaeroderus bicarinatus,,Bousquet 2012,
D7,sphcan1,Sphaeroderus canadensis canadensis,,Bousquet 2012,
D7,sphcan2,Sphaeroderus canadensis lengi,,Bousquet 2012,
D7,sphind,Sphaeroderus indianae,,Bousquet 2012,
D7,sphsch,Sphaeroderus schaumii,,Bousquet 2012,
D7,sphste1,Sphaeroderus stenostomus lecontei,,Bousquet 2012,
D7,stecar,Stenolophus carbo,,Bousquet 2012,
D7,stecom,Stenolophus comma,,Bousquet 2012,
D7,stecup,Stenocrepis cuprea,,Bousquet 2012,
D7,stedis,Stenolophus dissimilis,,Bousquet 2012,
D7,steduo,Stenocrepis duodecimstriata,,Bousquet 2012,
D7,steful,Stenolophus fuliginosus,,Bousquet 2012,
D7,stefus,Stenolophus fuscatus,,Bousquet 2012,
D7,stehum,Stenolophus humidus,,Bousquet 2012,
D7,steinf,Stenolophus infuscatus,,Bousquet 2012,
D7,stelec,Stenolophus lecontei,,Bousquet 2012,
D7,stelin,Stenolophus lineola,,Bousquet 2012,
D7,stemex,Stenocrepis mexicana,,Bousquet 2012,
D7,steoch,Stenolophus ochropezus,,Bousquet 2012,
D7,steple,Stenolophus plebejus,,Bousquet 2012,
D7,stespr,Stenolophus spretus,,Bousquet 2012,
D7,syname,Syntomus americanus,,Bousquet 2012,
D7,synimp,Synuchus impunctatus,,Bousquet 2012,
D7,tacang,Tachyta angulata,,Bousquet 2012,
D7,tacaus,Tachys austinicus,,Bousquet 2012,
D7,taccol,Tachys columbiensis,,Bousquet 2012,
D7,tacino,Tachyta inornata,,Bousquet 2012,
D7,taclit,Tachys litoralis,,Bousquet 2012,
D7,tacobl,Tachys oblitus,,Bousquet 2012,
D7,tacpar,Tachyta parvicornis,,Bousquet 2012,
D7,tacpot,Tachys potomaca,,Bousquet 2012,
D7,tacpro,Tachys proximus,,Bousquet 2012,
D7,tacpul,Tachys pulchellus,,Bousquet 2012,
D7,tacpum,Tachys pumilus,,Bousquet 2012,
D7,tacrho,Tachys rhodeanus,,Bousquet 2012,
D7,tacsag,Tachys sagax,,Bousquet 2012,
D7,tacsci,Tachys scitulus,,Bousquet 2012,
D7,tetfas,Tetragonoderus fasciatus,,Bousquet 2012,
D7,tetint,Tetragonoderus intersectus,,Bousquet 2012,
D7,tetpic,Tetraleucus picticornis,,Bousquet 2012,
D7,tetvir,Tetracha virginica,,Bousquet 2012,
D7,treadu,Trechus aduncus,,Bousquet 2012,
D7,treapi,Trechus apicalis,,Bousquet 2012,
D7,trebal,Trechus balsamensis,,Bousquet 2012,TRUE
D7,trebar,Trechus barberi,,Bousquet 2012,
D7,trebow,Trechus bowlingi,,Bousquet 2012,
D7,trecal,Trechus caliginis,,Bousquet 2012,TRUE
D7,trecar,Trechus carolinae,,Bousquet 2012,TRUE
D7,treche,Trechus cheoahensis,,Bousquet 2012,TRUE
D7,trecli,Trechus clingmanensis,,Bousquet 2012,TRUE
D7,trecow,Trechus coweensis,,Bousquet 2012,TRUE
D7,trecum,Trechus cumberlandus,,Bousquet 2012,
D7,trehao1,Trechus haoe,,Bousquet 2012,TRUE
D7,trehao2,Trechus haoeleadensis,,Bousquet 2012,TRUE
D7,trehow,Trechus howellae,,Bousquet 2012,TRUE
D7,trehyd1,Trechus hydropicus avus,,Bousquet 2012,TRUE
D7,trehyd2,Trechus hydropicus beutenmuelleri,,Bousquet 2012,
D7,trehyd3,Trechus hydropicus canus,,Bousquet 2012,
D7,trehyd4,Trechus hydropicus hydropicus,,Bousquet 2012,
D7,treine,Trechus inexpectatus,,Bousquet 2012,TRUE
D7,treluc1,Trechus luculentus luculentus,,Bousquet 2012,
D7,treluc2,Trechus luculentus wayahensis,,Bousquet 2012,TRUE
D7,treluc3,Trechus luculentus cheoahbaldensis,,Bousquet 2012,TRUE
D7,treluc4,Trechus luculentus joannabaldensis,,Bousquet 2012,TRUE
D7,tremit,Trechus mitchellensis,,Bousquet 2012,
D7,trenan,Trechus nantahalae,,Bousquet 2012,TRUE
D7,treneb,Trechus nebulosus,,Bousquet 2012,
D7,trenov,Trechus novaculosus,,Bousquet 2012,
D7,treplo,Trechus plottbalsamensis,,Bousquet 2012,TRUE
D7,trepse1,Trechus pseudobarberi,,Bousquet 2012,TRUE
D7,trepse2,Trechus pseudonovaculosus,,Bousquet 2012,TRUE
D7,trepse3,Trechus pseudosubtilis,,Bousquet 2012,TRUE
D7,treram,Trechus ramseyensis,,Bousquet 2012,TRUE
D7,treriv,Trechus rivulis,,Bousquet 2012,TRUE
D7,treroa,Trechus roanicus,,Bousquet 2012,
D7,treros,Trechus rosenbergi,,Bousquet 2012,
D7,tresat,Trechus satanicus,,Bousquet 2012,TRUE
D7,tresch1,Trechus schwarzi saludae,,Bousquet 2012,TRUE
D7,tresch2,Trechus schwarzi schwarzi,,Bousquet 2012,
D7,tresch3,Trechus schwarzi scopulosus,,Bousquet 2012,
D7,tresno,Trechus snowbirdensis,,Bousquet 2012,TRUE
D7,treste,Trechus stefanschoedli,,Bousquet 2012,TRUE
D7,trestu,Trechus stupkai,,Bousquet 2012,TRUE
D7,tresub,Trechus subtilis,,Bousquet 2012,
D7,tretal,Trechus talequah,,Bousquet 2012,TRUE
D7,treten1,Trechus tennesseensis tauricus,,Bousquet 2012,TRUE
D7,treten2,Trechus tennesseensis tennesseensis,,Bousquet 2012,TRUE
D7,tretho,Trechus thomasbarri,,Bousquet 2012,TRUE
D7,trethu,Trechus thunderheadensis,,Bousquet 2012,TRUE
D7,tretob,Trechus tobiasi,,Bousquet 2012,TRUE
D7,treton,Trechus tonitru,,Bousquet 2012,TRUE
D7,tretox,Trechus toxawayi,,Bousquet 2012,TRUE
D7,tretuc,Trechus tuckaleechee,,Bousquet 2012,TRUE
D7,tretus1,Trechus tusquitensis,,Bousquet 2012,TRUE
D7,tretus2,Trechus tusquitee,,Bousquet 2012,TRUE
D7,treunc,Trechus uncifer,,Bousquet 2012,
D7,treuni,Trechus unicoi,,Bousquet 2012,TRUE
D7,treval,Trechus valentinei,,Bousquet 2012,
D7,trevan1,Trechus vandykei pisgahensis,,Bousquet 2012,
D7,trevan2,Trechus vandykei vandykei,,Bousquet 2012,
D7,trever,Trechus verus,,Bousquet 2012,TRUE
D7,treway,Trechus wayahbaldensis,,Bousquet 2012,TRUE
D7,triaut,Trichotichnus autumnalis,,Bousquet 2012,
D7,tridic,Trichotichnus dichrous,,Bousquet 2012,
D7,triful,Trichotichnus fulgens,,Bousquet 2012,
D7,trivul,Trichotichnus vulpeculus,,Bousquet 2012,
D7,xeslug,Xestonotus lugubris,,Bousquet 2012,
D7,zupame,Zuphium americanum,,Bousquet 2012,
D8,acucar,Acupalpus carus,,Bousquet 2012,
D8,acuhyd,Acupalpus hydropicus,,Bousquet 2012,
D8,acuind,Acupalpus indistinctus,,Bousquet 2012,
D8,acupar,Acupalpus partiarius,,Bousquet 2012,
D8,acupau,Acupalpus pauperculus,,Bousquet 2012,
D8,acupum,Acupalpus pumilus,,Bousquet 2012,
D8,acutes,Acupalpus testaceus,,Bousquet 2012,
D8,agoaer,Agonum aeruginosum,,Bousquet 2012,
D8,agoaff,Agonum affine,,Bousquet 2012,
D8,agoalb,Agonum albicrus,,Bousquet 2012,
D8,agoanc,Agonum anchomenoides,,Bousquet 2012,
D8,agobas,Agonum basale,,Bousquet 2012,
D8,agocan,Agonum canadense,,Bousquet 2012,
D8,agocol,Agonum collare,,Bousquet 2012,
D8,agocon,Agonoleptus conjunctus,,Bousquet 2013,
D8,agocre1,Agonum crenistriatum,,Bousquet 2012,
D8,agocre2,Agonum crenulatum,,Bousquet 2012,
D8,agocup2,Agonum cupripenne,,Bousquet 2012,
D8,agodec2,Agonum decorum,,Bousquet 2012,
D8,agoerr,Agonum errans,,Bousquet 2012,
D8,agoexc,Agonum excavatum,,Bousquet 2012,
D8,agoext1,Agonum extensicolle,,Bousquet 2012,
D8,agofer1,Agonum ferreum,,Bousquet 2012,
D8,agofid,Agonum fidele,,Bousquet 2012,
D8,agogal,Agonum galvestonicum,,Bousquet 2012,
D8,agogra,Agonum gratiosum,,Bousquet 2012,
D8,agohar,Agonum harrisii,,Bousquet 2012,
D8,agolut,Agonum lutulentum,,Bousquet 2012,
D8,agomel,Agonum melanarium,,Bousquet 2012,
D8,agomoe,Agonum moerens,,Bousquet 2012,
D8,agonig,Agonum nigriceps,,Bousquet 2012,
D8,agonut,Agonum nutans,,Bousquet 2012,
D8,agooct,Agonum octopunctatum,,Bousquet 2012,
D8,agopal1,Agonum pallipes,,Bousquet 2012,
D8,agopal2,Agonum palustre,,Bousquet 2012,
D8,agopla,Agonum placidum,,Bousquet 2012,
D8,agopun,Agonum punctiforme,,Bousquet 2012,
D8,agoqua,Agonum quadrimaculatum,,Bousquet 2012,
D8,agorig,Agonum rigidulum,,Bousquet 2012,
D8,agorot1,Agonoleptus rotundatus,,Bousquet 2012,
D8,agorot2,Agonoleptus rotundicollis,,Bousquet 2012,
D8,agoruf,Agonum rufipes,,Bousquet 2012,
D8,agosor,Agonum sordens,,Bousquet 2012,
D8,agostr,Agonum striatopunctatum,,Bousquet 2012,
D8,agosul,Agonum sulcipenne,,Bousquet 2012,
D8,agosut,Agonum suturale,,Bousquet 2012,
D8,agoten,Agonum tenue,,Bousquet 2012,
D8,agotho1,Agonoleptus thoracicus,,Bousquet 2012,
D8,agotho2,Agonum thoreyi,,Bousquet 2012,
D8,amaaen1,Amara aenea,,Bousquet 2012,
D8,amaang1,Amara angustata,,Bousquet 2012,
D8,amaang2,Amara angustatoides,,Bousquet 2012,
D8,amaapr,Amara apricaria,,Bousquet 2012,
D8,amaavi,Amara avida,,Bousquet 2012,
D8,amabas,Amara basillaris,,Bousquet 2012,
D8,amacal,Amara californica californica,,Bousquet 2012,
D8,amacar,Amara carinata,,Bousquet 2012,
D8,amacha,Amara chalcea,,Bousquet 2012,
D8,amacoe,Amara coelebs,,Bousquet 2012,
D8,amacon2,Amara confusa,,Bousquet 2012,
D8,amacon3,Amara convexa,,Bousquet 2012,
D8,amacra,Amara crassispina,,Bousquet 2012,
D8,amacup,Amara cupreolata,,Bousquet 2012,
D8,amaell,Amara ellipsis,,Bousquet 2012,
D8,amaexa,Amara exarata,,Bousquet 2012,
D8,amafam,Amara familiaris,,Bousquet 2012,
D8,amafle,Amara flebilis,,Bousquet 2012,
D8,amahar2,Amara harpalina,,Bousquet 2012,
D8,amaimp,Amara impuncticollis,,Bousquet 2012,
D8,amalat,Amara latior,,Bousquet 2012,
D8,amalit,Amara littoralis,,Bousquet 2012,
D8,amamus,Amara musculis,,Bousquet 2012,
D8,amaneo1,Amara neoscotica,,Bousquet 2012,
D8,amaobe,Amara obesa,,Bousquet 2012,
D8,amaoti,Amara otiosa,,Bousquet 2012,
D8,amapal,Amara pallipes,,Bousquet 2012,
D8,amapat,Amara patruelis,,Bousquet 2012,
D8,amapen,Amara pennsylvanica,,Bousquet 2012,
D8,amaque,Amara quenseli quenseli,,Bousquet 2012,
D8,amarub,Amara rubrica,,Bousquet 2012,
D8,amasin,Amara sinuosa,,Bousquet 2012,
D8,amaten1,Amara tenax,,Bousquet 2012,
D8,amatur,Amara turbata,,Bousquet 2012,
D8,ambiri,Amblygnathus iripennis,,Bousquet 2012,
D8,ambmex,Amblygnathus mexicanus,,Bousquet 2012,
D8,amelin,Amerinus linearis,,Bousquet 2012,
D8,amewin,Amerizus wingatei,,Bousquet 2012,
D8,ampint,Amphasia interstitialis,,Bousquet 2012,
D8,ampser,Amphasia sericea,,Bousquet 2012,
D8,anamin,Anatrichis minuta,,Bousquet 2012,
D8,aniagr,Anisodactylus agricola,,Bousquet 2012,
D8,aniale,Anillinus aleyae,,Bousquet 2012,
D8,anicae,Anisodactylus caenus,,Bousquet 2012,
D8,anicar2,Anisodactylus carbonarius,,Bousquet 2012,
D8,anidis,Anisodactylus discoideus,,Bousquet 2012,
D8,anidul,Anisodactylus dulcicollis,,Bousquet 2012,
D8,anifol,Anillinus folkertsi,,Bousquet 2012,TRUE
D8,anifur,Anisodactylus furvus,,Bousquet 2012,
D8,anihap,Anisodactylus haplomus,,Bousquet 2012,
D8,anihar1,Anisodactylus harpaloides,,Bousquet 2012,
D8,anihar2,Anisodactylus harrisii,,Bousquet 2012,
D8,anikir,Anisodactylus kirbyi,,Bousquet 2012,
D8,anilae,Anisodactylus laetus,,Bousquet 2012,
D8,aniles,Anillinus lescheni,,Bousquet 2012,
D8,animag,Anillinus magazinensis,,Bousquet 2012,
D8,animel,Anisodactylus melanopus,,Bousquet 2012,
D8,animer2,Anisodactylus merula,,Bousquet 2012,
D8,aninig1,Anisodactylus nigerrimus,,Bousquet 2012,
D8,aninig2,Anisodactylus nigrita,,Bousquet 2012,
D8,aniopa,Anisodactylus opaculus,,Bousquet 2012,
D8,aniovu,Anisodactylus ovularis,,Bousquet 2012,
D8,anipse,Anisodactylus pseudagricola,,Bousquet 2012,
D8,anirob,Anillinus robisoni,,Bousquet 2012,
D8,anirus,Anisodactylus rusticus,,Bousquet 2012,
D8,anisan,Anisodactylus sanctaecrucis,,Bousquet 2012,
D8,aniste1,Anillinus stephani,,Bousquet 2012,
D8,aniste2,Anillinus steevesi,,Bousquet 2012,
D8,anitis,Anillinus tishechkini,,Bousquet 2012,
D8,anitur,Anillinus turneri,,Bousquet 2012,TRUE
D8,anival,Anillinus valentinei,,Bousquet 2012,
D8,aniver,Anisodactylus verticalis,,Bousquet 2012,
D8,apeang,Apenes angustata,,Bousquet 2012,
D8,apeluc,Apenes lucidula lucidula,,Bousquet 2012,
D8,apesin,Apenes sinuata,,Bousquet 2012,
D8,aprlat1,Apristus latens,,Bousquet 2012,
D8,aprsub2,Apristus subsulcatus,,Bousquet 2012,
D8,ardsch,Ardistomis schaumii,,Bousquet 2012,
D8,aspsub,Aspidoglossa subangulata,,Bousquet 2012,
D8,athpun2,Athrostictus punctatulus  ,,Bousquet 2012,
D8,atrpub,Atranus pubescens,,Bousquet 2012,
D8,axibip,Axinopalpus biplagiatus,,Bousquet 2012,
D8,axifus,Axinopalpus fusciceps,,Bousquet 2012,
D8,badele,Badister elegans,,Bousquet 2012,
D8,badfla1,Badister flavipes flavipes,,Bousquet 2012,
D8,badgra,Badister grandiceps,,Bousquet 2012,
D8,badmac,Badister maculatus,,Bousquet 2012,
D8,badmic,Badister micans,,Bousquet 2012,
D8,badneo,Badister neopulchellus,,Bousquet 2012,
D8,badnot,Badister notatus,,Bousquet 2012,
D8,badobt,Badister obtusus,,Bousquet 2012,
D8,badpar,Badister parviceps,,Bousquet 2012,
D8,badpul,Badister pulchellus,,Bousquet 2012,
D8,badref,Badister reflexus,,Bousquet 2012,
D8,badtra,Badister transversus,,Bousquet 2012,
D8,bemaff,Bembidion affine,,Bousquet 2012,
D8,bemame,Bembidion americanum,,Bousquet 2012,
D8,bemant,Bembidion antiquum,,Bousquet 2012,
D8,bemare,Bembidion arenobile,,Bousquet 2012,
D8,bembas,Bembidion basicorne,,Bousquet 2012,
D8,bemcar2,Bembidion carinula,,Bousquet 2012,
D8,bemcha,Bembidion chalceum,,Bousquet 2012,
D8,bemche,Bembidion cheyennense,,Bousquet 2012,
D8,bemcon12,Bembidion constrictum,,Bousquet 2012,
D8,bemcon3,Bembidion contractum,,Bousquet 2012,
D8,bemcon5,Bembidion concretum,,Bousquet 2012,
D8,bemcon6,Bembidion confusum,,Bousquet 2012,
D8,bemcor1,Bembidion cordatum,,Bousquet 2012,
D8,bemcox,Bembidion coxendix,,Bousquet 2012,
D8,bemdej,Bembidion dejectum,,Bousquet 2012,
D8,bemdor,Bembidion dorsale,,Bousquet 2012,
D8,bemfor,Bembidion fortestriatum,,Bousquet 2012,
D8,bemfro,Bembidion frontale,,Bousquet 2012,
D8,bemfug,Bembidion fugax,,Bousquet 2012,
D8,bemgra1,Bembidion graciliforme,,Bousquet 2012,
D8,bemhon,Bembidion honestum,,Bousquet 2012,
D8,bemimp1,Bembidion impotens,,Bousquet 2012,
D8,bemina,Bembidion inaequale,,Bousquet 2012,
D8,bemint1,Bembidion integrum,,Bousquet 2012,
D8,bemlac2,Bembidion lacunarium,,Bousquet 2012,
D8,bemlev1,Bembidion levigatum,,Bousquet 2012,
D8,bemmim,Bembidion mimus,,Bousquet 2012,
D8,bemmus,Bembidion muscicola,,Bousquet 2012,
D8,bemnig5,Bembidion nigrum,,Bousquet 2012,
D8,bemnit2,Bembidion nitidum,,Bousquet 2012,
D8,bemobe,Bembidion oberthueri,,Bousquet 2012,
D8,bemobs1,Bembidion obscurellum obscurellum,,Bousquet 2012,
D8,bemoza,Bembidion ozarkense,,Bousquet 2012,
D8,bempar1,Bembidion paraenulum,,Bousquet 2012,
D8,bempat,Bembidion patruele,,Bousquet 2012,
D8,bemped,Bembidion pedicellatum,,Bousquet 2012,
D8,bemper,Bembidion perspicuum,,Bousquet 2012,
D8,bempet2,Bembidion petrosum petrosum,,Bousquet 2012,
D8,bempla2,Bembidion plagiatum,,Bousquet 2012,
D8,bempla5,Bembidion planum,,Bousquet 2012,
D8,bempos,Bembidion postremum,,Bousquet 2012,
