genus,sp,subsp,state,federal status,state status,notes/additional state status,source
Macrhybopsis,meeki,,Kansas,,Endangered,,http://www.mendeley.com/c/5144552094/g/2058663/kensas-threatened--endangered-species/
Macrhybopsis,storeriana,,Kansas,,Endangered,,http://www.mendeley.com/c/5144552094/g/2058663/kensas-threatened--endangered-species/
Eurycea,lucifuga,,Kansas,,Endangered,,http://www.mendeley.com/c/5144552094/g/2058663/kensas-threatened--endangered-species/
Eurycea,multiplicata,,Kansas,,Endangered,,http://www.mendeley.com/c/5144552094/g/2058663/kensas-threatened--endangered-species/
Typhlotriton,spelaeus,,Kansas,,Endangered,,http://www.mendeley.com/c/5144552094/g/2058663/kensas-threatened--endangered-species/
Mustela,nigripes,,Kansas,,Endangered,,http://www.mendeley.com/c/5144552094/g/2058663/kensas-threatened--endangered-species/
Corynorhinus,townsendii,virginianus,Kentucky,Endangered,,,
,Villosa,trabalis,Kentucky,Endangered,,Entire Range Except where listed as Experimental Populations,
Villosa,fabalis,,Kentucky,Endangered,,,
Nicrophorus,americanus,,Kentucky,Endangered,,,
Epioblasma,torulosa,torulosa,Kentucky,Endangered,,Entire Range Except where listed as Experimental Populations,
Pleurobema,clava,,Kentucky,Endangered,,Entire Range Except where listed as Experimental Populations,
Epioblasma,brevidens,,Kentucky,Endangered,,Entire Range; Except where listed as Experimental Populations,
Phoxinus,cumberlandensis,,Kentucky,Threatened,,,
Etheostoma,susanae,,Kentucky,Endangered,,,
Etheostoma,chienense,,Kentucky,Endangered,,,
Alasmidonta,atropurpurea,,Kentucky,Endangered,,,
Cyprogenia,stegaria,,Kentucky,Endangered,,,
Quadrula,fragosa,,Kentucky,Endangered,,Entire except where listed as experimental populations,
Lampsilis,abrupta,,Kentucky,Endangered,,,
Epioblasma,capsaeformis,,Kentucky,Endangered,,Entire Range; Except where listed as Experimental Populations,
Leptodea,leptodon,,Kentucky,Endangered,,,
Plethobasus,cyphyus,,Kentucky,Endangered,,,
Epioblasma,triquetra,,Kentucky,Endangered,,,
Hemistena,lata,,Kentucky,Endangered,,Entire Range; Except where listed as Experimental Populations,
Dromus,dromas,,Kentucky,Endangered,,Entire Range; Except where listed as Experimental Populations,
Pegias,fabula,,Kentucky,Endangered,,,
Pleurobema,plenum,,Kentucky,Endangered,,,
Plethobasus,cooperianus,,Kentucky,Endangered,,,
Potamilus,capax,,Kentucky,Endangered,,,
Puma,concolor,couguar,Kentucky,Endangered,,,
Epioblasma,obliquata,obliquata,Kentucky,Endangered,,Entire Range; Except where listed as Experimental Populations,
Epioblasma,torulosa,rangiana,Kentucky,Endangered,,,
Epioblasma,florentina,walkeri,Kentucky,Endangered,,,
Obovaria,retusa,,Kentucky,Endangered,,,
Notropis,albizonatus,,Kentucky,Endangered,,,
Palaemonias,ganteri,,Kentucky,Endangered,,,
Nerodia,erythrogaster,neglecta,Kentucky,Threatened,,Indiana north of 40 degrees north latitude Michigan Ohio,
Cumberlandia,monodonta,,Kentucky,Endangered,,,
Scaphirhynchus,albus,,Kentucky,Endangered,,,
Plethobasus,cicatricosus,,Kentucky,Endangered,,,
Arenaria,cumberlandensis,,Kentucky,Endangered,,,
Ursus,americanus,luteolus,Louisiana,Threatened,,,
Nicrophorus,americanus,,Louisiana,Endangered,,,
Polyborus,plancus,audubonii,Louisiana,Threatened,,FL pop.,
Rana,sevosa,,Louisiana,Endangered,,,
Potamilus,inflatus,,Louisiana,Threatened,,,
Panthera,onca,,Louisiana,Endangered,,,
Lampsilis,abrupta,,Louisiana,Endangered,,,
Puma,concolor,coryi,Louisiana,Endangered,,,
Margaritifera,hembeli,,Louisiana,Threatened,,,
Chelonia,mydas,,Louisiana,Threatened,,except where endangered,
Eretmochelys,imbricata,,Louisiana,Endangered,,,
Lepidochelys,kempii,,Louisiana,Endangered,,,
Dermochelys,coriacea,,Louisiana,Endangered,,,
Caretta,caretta,,Louisiana,Threatened,,,
Acipenser,oxyrinchus,desotoi,Louisiana,Threatened,,,
Scaphirhynchus,albus,,Louisiana,Endangered,,,
Gopherus,polyphemus,,Louisiana,Threatened,,W of of Mobile/Tombigbee Rs.,
Graptemys,oculifera,,Louisiana,Threatened,,,
Balaenoptera,physalus,,Louisiana,Endangered,,,
Megaptera,novaeangliae,,Louisiana,Endangered,,,
Campephilus,principalis,entire,Louisiana,Endangered,,entire,
Nicrophorus,americanus,,Maine,Endangered,,,
Rangifer,tarandus,caribou,Maine,Endangered,,Selkirk Mountain population,
Puma,concolor,couguar,Maine,Endangered,,,
Dermochelys,coriacea,,Maine,Endangered,,,
Acipenser,brevirostrum,,Maine,Endangered,,,
Sterna,dougallii,dougallii,Maine,Endangered,,northeast U.S. nesting pop.,
Balaenoptera,physalus,,Maine,Endangered,,,
Megaptera,novaeangliae,,Maine,Endangered,,,
Eubalaena,glacialis,,Maine,Endangered,,,
Nicrophorus,americanus,,Maryland,Endangered,,,
Etheostoma,sellare,,Maryland,Endangered,,,
Puma,concolor,couguar,Maryland,Endangered,,,
Chelonia,mydas,,Maryland,Threatened,,,
Eretmochelys,imbricata,,Maryland,Endangered,,,
Lepidochelys,kempii,,Maryland,Endangered,,,
Dermochelys,coriacea,,Maryland,Endangered,,,
Caretta,caretta,,Maryland,Threatened,,,
Sciurus,niger,cinereus,Maryland,Endangered,,,
Acipenser,brevirostrum,,Maryland,Endangered,,,
Cicindela,dorsalis,dorsalis,Maryland,Threatened,,,
Cicindela,puritana,,Maryland,Threatened,,,
,Clemmys,muhlenbergii,Maryland,Threatened,,,
Alasmidonta,heterodon,,Maryland,Endangered,,,
Balaenoptera,physalus,,Maryland,Endangered,,,
Megaptera,novaeangliae,,Maryland,Endangered,,,
Eubalaena,glacialis,,Maryland,Endangered,,,
nodosum,,,Maryland,Endangered,,,
Macrocotyla,hoffmasteri,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Phagocata,virilis,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Planaria,dactyligera,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Procotyla,typhlops,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Sphalloplana,sp 1,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Alasmidonta,heterodon,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Alasmidonta,undulata,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Alasmidonta,Varicosa,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Anodonta,implicata,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Discus,catskillensis,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Elliptio,fisheriana,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Elliptio,lanceolata,,Maryland,,,Uncertain status,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Elliptio,producta,,Maryland,,In need of conservation,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Fontigens,bottimeri,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Fontigens,orolibas,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Glyphyalinia,raderi,,Maryland,,Endangered/Extirpated,"Historically known, unverified for 20 years",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Hendersonia,occulta,,Maryland,,In need of conservation,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Lampsilis,cariosa,,Maryland,,,Uncertain status,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Lampsilis,radiata,,Maryland,,,Uncertain status,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Lasmigona,subviridis,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Leptodea,ochracea,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Ligumia,nasuta,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Stenotrema,simile,,Maryland,,,Uncertain status,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Strophitus,undulatus,,Maryland,,In need of conservation,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Triodopsis,picea,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Utterbackia,imbecillis,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Vertigo,ventricosa,,Maryland,,,Uncertain status,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Webbhelix,multilineata,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Ankylocythere,tridentata,,Maryland,,,"Historically known, unverified for 20 years",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Attheyella,spinipes,,Maryland,,,Uncertain status,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Caecidotea,franzi,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Caecidotea,mausi,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Caecidotea,pricei,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Caecidotea,sp 1,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Caecidotea,sp 2,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Caecidotea,sp 4,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Caecidotea,sp 5,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Caecidotea,sp 6,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Cambarus,acuminatus,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Crangonyx,dearolfi,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Diacyclops,palustris,,Maryland,,,Uncertain status,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Orconectes,obscurus,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Stygobromus,allegheniensis,,Maryland,,In need of conservation,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Stygobromus,biggersi,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Stygobromus,emarginatus,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Stygobromus,franzi,,Maryland,,In need of conservation,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Stygobromus,gracilipes,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Stygobromus,indentatus,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Stygobromus,kenki,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Stygobromus,pizzinii,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Stygobromus,sextarius,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Stygobromus,sp 5,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Stygobromus,sp 6,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Stygobromus,sp 14,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Stygobromus,tenuis,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Stygobromus,tenuis,tenuis,Maryland,,,Uncertain status,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Oreonetides,sp 1,,Maryland,,,Uncertain status,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Porrhomma,cavernicola,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Sphodros,rufipes,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Arrhopalites,sp 1,,Maryland,,,Uncertain status,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Anthopotamus,verticis,,Maryland,,,Uncertain status,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Aeshna,canadensis,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Aeshna,constricta,,Maryland,,,"Historically known, unverified for 20 years",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Aeshna,tuberculifera,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Aeshna,verticalis,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Amphiagrion,saucium,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Anax,longipes,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Archilestes,grandis,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Argia,bipunctulata,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Argia,sedula,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Boyeria,grafiana,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Brachymesia,gravida,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Calopteryx,amata,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Calopteryx,angustipennis,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Calopteryx,dimidiata,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Celithemis,fasciata,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Celithemis,martha,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Celithemis,ornata,,Maryland,,,"Historically known, unverified for 20 years",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Celithemis,verna,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Chromagrion,conditum,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Cordulegaster,bilineata,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Cordulegaster,diastatops,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Cordulegaster,erronea,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Cordulegaster,obliqua,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Cordulegaster,obliqua,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Cordulia,shurtleffii,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Dorocordulia,lepida,,Maryland,,,"Historically known, unverified for 20 years",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Enallagma,annexum,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Enallagma,antennatum,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Enallagma,carunculatum,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Enallagma,daeckii,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Enallagma,divagans,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Enallagma,doubledayi,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Enallagma,dubium,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Enallagma,durum,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Enallagma,ebrium,,Maryland,,,"Historically known, unverified for 20 years",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Enallagma,pallidum,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Enallagma,traviatum,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Enallagma,vesperum,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Enallagma,weewa,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Epitheca,canis,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Epitheca,costalis,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Epitheca,semiaquea,,Maryland,,,"Historically known, unverified for 20 years",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Epitheca,spinosa,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Erpetogomphus,designatus,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Erythrodiplax,minuscula,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Gomphaeschna,antilope,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Gomphaeschna,furcillata,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Gomphus,abbreviatus,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Gomphus,adelphus,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Gomphus,descriptus,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Gomphus,fraternus,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Gomphus,lineatifrons,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Gomphus,parvidens,,Maryland,,Endangered/Extirpated,"Historically known, unverified for 20 years",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Gomphus,quadricolor,,Maryland,,In need of conservation,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Gomphus,rogersi,,Maryland,,In need of conservation,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Gomphus,ventricosus,,Maryland,,Endangered/Extirpated,"Historically known, unverified for 20 years",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Gomphus,viridifrons,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Helocordulia,selysii,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Helocordulia,uhleri,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Hetaerina,titia,,Maryland,,,"Historically known, unverified for 20 years",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Ischnura,kellicotti,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Ischnura,prognata,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Ladona,exusta,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Ladona,julia,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Lanthus,parvulus,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Lanthus,vernalis,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Lestes,congener,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Lestes,dryas,,Maryland,,,"Historically known, unverified for 20 years",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Lestes,eurinus,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Lestes,forcipatus,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Lestes,unguiculatus,,Maryland,,,"Historically known, unverified for 20 years",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Leucorrhinia,frigida,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Leucorrhinia,glacialis,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Leucorrhinia,hudsonica,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Leucorrhinia,intacta,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Libellula,auripennis,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Libellula,axilena,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Libellula,flavida,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Macromia,alleghaniensis,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Macromia,illinoiensis,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Macromia,taeniolata,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Nannothemis,bella,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Nasiaeschna,pentacantha,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Nehalennia,gracilis,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Nehalennia,integricollis,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Nehalennia,irene,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Neurocordulia,obsoleta,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Neurocordulia,yamaskanensis,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Ophiogomphus,incurvatus,incurvatus,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Ophiogomphus,mainensis,fastigiatus,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Ophiogomphus,rupinsulensis,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Ophiogomphus,sp 1,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Progomphus,obscurus,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Rhionaeschna,mutata,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Somatochlora,elongata,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Somatochlora,filosa,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Somatochlora,linearis,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Somatochlora,provocans,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Somatochlora,walshii,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Stylurus,amnicola,,Maryland,,Endangered/Extirpated,"Historically known, unverified for 20 years",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Stylurus,laurae,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Stylurus,plagiatus,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Stylurus,scudderi,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Stylurus,spiniceps,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
