"taxonID","acceptedTaxonID","startUseDate","endUseDate","kingdom","phylum","class","order","family","subfamily","tribe","genus","subgenus","speciesGroup","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","taxonRank","vernacularName","nameAccordingTo","nameAccordingtoID","taxonomicStatus","protocolCategory"
"TAMI","TAMI",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Tamias","Neotamias","","minimus","","Tamias minimus","Bachman","species","Least Chipmunk","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"TAQU","TAQU",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Tamias","Neotamias","","quadrivittatus","","Tamias quadrivittatus","Say","species","Colorado Chipmunk","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"TARU","TARU",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Tamias","Neotamias","","rufus","","Tamias rufus","Hoffmeister and Ellis","species","Hopi Chipmunk","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"TMSP","TMSP",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Tamias",,"","sp.","","Tamias sp.",,"genus",,"Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"TASP","TASP",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Tamias","Neotamias","","speciosus","","Tamias speciosus","Merriam","species","Lodgepole Chipmunk","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"TAST","TAST",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Tamias","Tamias","","striatus","","Tamias striatus","Linnaeus","species","Eastern Chipmunk","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"TATO","TATO",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Tamias","Neotamias","","townsendii","","Tamias townsendii","Bachman","species","Townsends Chipmunk","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"TAUM","TAUM",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Tamias","Neotamias","","umbrinus","","Tamias umbrinus","J. A. Allen","species","Uinta Chipmunk","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"TSDO","TSDO",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Sciurinae","Sciurini","Tamiasciurus","","","douglasii","","Tamiasciurus douglasii","Bachman","species","Douglass Squirrel","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"TAHU","TAHU",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Sciurinae","Sciurini","Tamiasciurus","","","hudsonicus","","Tamiasciurus hudsonicus","Erxleben","species","Red Squirrel","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"TSSP","TSSP",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Sciurinae","Sciurini","Tamiasciurus",,"","sp.","","Tamiasciurus sp.",,"genus",,"Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"THBO","THBO",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Geomyidae ","","","Thomomys","Megascapheus","","bottae","","Thomomys bottae","(Eydoux and Gervais)","species","Bottas Pocket Gopher","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"THID","THID",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Geomyidae ","","","Thomomys","Thomomys","","idahoensis","","Thomomys idahoensis","Merriam","species","Idaho Pocket Gopher","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"THSP","THSP",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Geomyidae ","","","Thomomys",,"","sp.","","Thomomys sp.",,"genus",,"Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"THTA","THTA",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Geomyidae ","","","Thomomys","Thomomys","","talpoides","","Thomomys talpoides","(Richardson)","species","Northern Pocket Gopher","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"THUM","THUM",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Geomyidae ","","","Thomomys","Megascapheus","","umbrinus","","Thomomys umbrinus","(Richardson)","species","Southern Pocket Gopher","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"ZAHU","ZAHU",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Dipodidae","Zapodinae","","Zapus","","","hudsonius","","Zapus hudsonius","Zimmermann","species","Meadow Jumping Mouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"ZAHP","ZAHP",2012-05-01,"","Animalia","Chordata","Mammalia",,,,,"Zapus",,"","hudsonius","preblei","Zapus hudsonius preblei",,"subspecies",,"Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"ZAPR","ZAPR",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Dipodidae","Zapodinae","","Zapus","","","princeps","","Zapus princeps","Allen","species","Western Jumping Mouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"ZASP","ZASP",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Dipodidae","Zapodinae","","Zapus",,"","sp.","","Zapus sp.",,"genus",,"Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"ZATR","ZATR",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Dipodidae","Zapodinae","","Zapus","","","trinotatus","","Zapus trinotatus","Rhoads","species","Pacific Jumping Mouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
